SampleID	Index	Remove.SH	Remove.SHMI	PLFA_ID	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper_depth	Lower_depth	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ
NRCS436	436	No	No	SHI-0436	QRR172	AK	AK1	AK1_T7	T7	PMC2017AK2170R1T7	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						28.48	silt loam	21.8	64.31	13.89	0.4	99.99	7.65	9.72	4.66	96.71	18.76	99.94	0.34	19.22	772.22	92.94	6.11	91.79	6.52	100	63.07	88.36	158.86	26.25	3.99	0.48	56	75.47		56572.82	4341.9	8.23E+08	41	1.33	3	Dfc
NRCS437	437	No	No	SHI-0437	QRR173	AK	AK1	AK1_T8	T8	PMC2017AK2170R1T8	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						28.52	silt loam	23.04	64.86	12.1	0.38	99.97	4.57	7.1	4.15	89.88	15.88	99.23	0.32	17.95	716.86	87.94	6.07	89.18	6.35	100	81.32	100	140.15	30.21	4.44	0.46	56	74.73		55499.82	4436.7	6.99E+08	41	2.67	3	Dfc
NRCS438	438	No	No	SHI-0438	QRR174	AK	AK1	AK1_T9	T9	PMC2017AK2170R1T9	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						28.58	silt loam	22.18	64.72	13.1	0.38	99.96	5.36	7.71	4.35	93.38	16.51	99.54	0.45	30.32	718.65	88.14	5.97	78.15	5.88	100	96.55	100	127.86	34.84	11.65	0.51	56	75.32		56447.47	8380	1.71E+09	41	2.67	3	Dfc
NRCS439	439	No	No	SHI-0439	QRR175	AK	AK1	AK1_T10	T10	PMC2017AK2170R1T10	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Timothy Grass | Timothy Grass	3	grass perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Timothy Grass	Timothy Grass	No Till/ Direct Seed																						28.67	silt loam	23.08	62.7	14.21	0.38	99.96	5.27	7.64	3.87	83.2	16.03	99.32	0.57	46.43	574.01	65.54	6.54	100	5.53	100	86.61	100	146.76	124.61	21.84	0.36	56	75.81		51542.43	3829.9	8.69E+08	52	0.67	3	Dfc
NRCS440	440	No	No	SHI-0440	QRR176	AK	AK1	AK1_T11	T11	PMC2017AK2170R1T11	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Alfalfa | Alfalfa	3	alfalfa perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Alfalfa	Alfalfa	No Till/ Direct Seed																						28.4	silt loam	24.76	63.4	11.84	0.36	99.87	3.66	6.44	3.73	79.11	16.32	99.46	0.31	16.45	532.94	57.07	6.31	100	3.94	100	52.76	77.87	140.68	24.67	3.57	0.4	100	73.63		45027.5	3406.7	6.44E+08	52	0.67	3	Dfc
NRCS441	441	No	No	SHI-0441	QRR177	AK	AK1	AK1_T12	T12	PMC2017AK2170R1T12	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	None	None | None | None	Fallow | Fallow | Fallow	3		10/2/2014															10/1/2017	0	0	0	Fallow	Fallow	No Till/ Direct Seed																						29.7	silt loam	21.16	67.11	11.73	0.35	99.85	6.07	8.3	2.8	41.04	11.46	87.72	0.27	13.43	413.3	31.97	6.21	96.82	2.66	76.36	55.1	80.25	155.92	27.17	2.55	0.27	56	59.17		38513.51	2515.9	5.17E+08	0	0	3	Dfc
NRCS442	442	No	No	SHI-0442	QRR178	AK	AK1	AK1_T1	T1	PMC2017AK2170R2T1	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea	Conventional Till																						27.11	silt loam	34.62	54.47	10.91	0.3	98.32	5.35	7.71	2.39	24.78	8.39	61.19	0.28	14.48	370.44	24.19	6.36	100	4.2	100	100.73	100	113.66	17.2	3.09	0.29	100	63.07		49208.4	2758.6	6.74E+08	41	1	1	Dfc
NRCS443	443	No	No	SHI-0443	QRR179	AK	AK1	AK1_T2	T2	PMC2017AK2170R2T2	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat	Conventional Till																						28.81	silt loam	19.59	64.36	16.05	0.38	99.97	4.92	7.37	4.89	98.23	20.13	99.99	0.38	23.33	724	88.7	5.93	72.57	5.65	100	78.45	100	157.27	30.39	4.23	0.8	56	74.62		85649.36	4171.3	1.22E+09	41	1.67	1	Dfc
NRCS444	444	No	No	SHI-0444	QRR180	AK	AK1	AK1_T3	T3	PMC2017AK2170R2T3	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Conventional Till																						29.39	silt loam	9.01	73.06	17.93	0.47	100	14.93	18.6	7.72	100	30.17	100	0.51	38.57	1016.85	99.74	6.24	97.63	6.72	100	108.49	100	248.14	31.91	7.35	2.8	56	81.05		81786.74	6686	1.61E+09	41	1.67	1	Dfc
NRCS445	445	No	No	SHI-0445	QRR181	AK	AK1	AK1_T4	T4	PMC2017AK2170R2T4	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						29.73	silt loam	8.75	72.69	18.56	0.45	100	10.79	13.08	7.23	100	28.34	100	0.47	33.7	979.36	99.52	6.22	97.16	6.39	100	77.3	100	240.12	34.94	6.38	2.06	56	79.95		55790.65	6802.6	1.59E+09	41	1.33	3	Dfc
NRCS446	446	No	No	SHI-0446	QRR182	AK	AK1	AK1_T5	T5	PMC2017AK2170R2T5	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						28.86	silt loam	20.98	64.13	14.89	0.37	99.95	9.52	11.63	4.3	92.62	23.39	100	0.38	23.33	593.65	69.36	6.14	93.89	5.47	100	71.52	96.97	149.82	32.34	3.73	0.42	56	74.38		64050.03	4307.8	1.06E+09	41	2.67	3	Dfc
NRCS447	447	No	No	SHI-0447	QRR183	AK	AK1	AK1_T6	T6	PMC2017AK2170R2T6	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						29.45	silt loam	11.37	70.26	18.37	0.44	100	13	15.86	6.77	100	28.13	100	0.4	25.56	965.07	99.4	6.18	95.95	6.83	100	80.36	100	217.75	29.51	5.51	1.69	56	79.28		57283.12	4807.2	1.04E+09	41	2.67	3	Dfc
NRCS448	448	No	No	SHI-0448	QRR184	AK	AK1	AK1_T7	T7	PMC2017AK2170R2T7	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						30.24	silt loam	11.95	69.09	18.96	0.41	99.99	10.01	12.18	5.19	99.24	20.34	99.99	0.42	27.89	779.36	93.45	6.24	97.82	4.3	100	104.86	100	203.01	28.82	4.79	0.79	56	78.66		40447.06	5264	1.30E+09	41	1.33	3	Dfc
NRCS449	449	No	No	SHI-0449	QRR185	AK	AK1	AK1_T8	T8	PMC2017AK2170R2T8	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						29.42	silt loam	21.48	66	12.52	0.35	99.8	4.31	6.91	3.15	56.65	10.35	80	0.25	12.29	402.58	29.92	6.37	100	3.03	86.76	45.61	69.4	144.19	32.55	3.86	0.32	56	59.77		33567.79	2617.7	5.71E+08	41	2.67	3	Dfc
NRCS450	450	No	No	SHI-0450	QRR186	AK	AK1	AK1_T9	T9	PMC2017AK2170R2T9	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						29.91	silt loam	20.41	69.66	9.93	0.33	99.59	4.41	6.98	2.69	36.66	9.92	76.47	0.2	9.05	334.73	18.58	6.45	100	4.02	100	66.38	91.73	124.75	28.4	3.49	0.27	56	59.51		49841.23	2025.1	4.44E+08	41	2.67	3	Dfc
NRCS451	451	No	No	SHI-0451	QRR187	AK	AK1	AK1_T10	T10	PMC2017AK2170R2T10	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Timothy Grass | Timothy Grass	3	grass perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Timothy Grass	Timothy Grass	No Till/ Direct Seed																						28.74	silt loam	22.7	63.23	14.08	0.37	99.94	7.26	9.36	3.89	83.8	12.55	92.93	0.45	30.49	504.37	50.94	6.28	98.53	4.93	100	80.1	100	137.47	36.54	5.71	0.41	56	72.2		53193.22	3328.1	7.11E+08	52	0.67	3	Dfc
NRCS452	452	No	No	SHI-0452	QRR188	AK	AK1	AK1_T11	T11	PMC2017AK2170R2T11	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Alfalfa | Alfalfa	3	alfalfa perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Alfalfa	Alfalfa	No Till/ Direct Seed																						28.25	silt loam	23.38	62.42	14.2	0.38	99.96	13.8	16.97	4.49	95.09	18.49	99.92	0.36	21.01	634.72	76.68	6.17	95.28	5.06	100	49.53	74.58	139.65	32.29	4.03	0.54	56	73.55		37392.36	4204.9	9.47E+08	52	0.67	3	Dfc
NRCS453	453	No	No	SHI-0453	QRR189	AK	AK1	AK1_T12	T12	PMC2017AK2170R2T12	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	None	None | None | None	Fallow | Fallow | Fallow	3		10/2/2014															10/1/2017	0	0	0	Fallow	Fallow	No Till/ Direct Seed																						28.46	silt loam	26.88	61.11	12.01	0.33	99.57	2.39	5.6	2.86	43.7	10.41	80.51	0.19	8.67	368.66	23.89	6.02	83.8	4.82	100	73.74	99.22	117.12	24.62	2.46	0.32	100	64.5		40852.15	2970.5	5.96E+08	0	0	3	Dfc
NRCS454	454	No	No	SHI-0454	QRR190	AK	AK1	AK1_T1	T1	PMC2017AK2170R3T1	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea	Conventional Till																						26.83	silt loam	35.56	53.08	11.37	0.31	98.85	3.2	6.12	2.53	29.91	9.34	71.03	0.22	10.47	363.3	23	6.38	100	4.67	100	82.9	100	119.53	18.67	2.6	0.27	100	63.94		44611.69	3268	7.56E+08	41	1	1	Dfc
NRCS455	455	No	No	SHI-0455	QRR191	AK	AK1	AK1_T2	T2	PMC2017AK2170R3T2	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat	Conventional Till																						29.1	silt loam	11.05	72.78	16.17	0.48	100	17.84	23.24	7.48	100	32.51	100	0.49	35.62	954.36	99.3	6.21	96.78	7.36	100	90.16	100	268.96	28.14	6.58	2.67	56	81.09		56341.21	6170.4	1.28E+09	41	1.67	1	Dfc
NRCS456	456	No	No	SHI-0456	QRR192	AK	AK1	AK1_T3	T3	PMC2017AK2170R3T3	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Conventional Till																						29.61	silt loam	13.02	72.38	14.6	0.42	100	15.13	18.9	5.9	99.94	23.69	100	0.37	22.4	820.43	95.84	6.35	100	5.52	100	69.96	95.37	241.09	22.89	4.12	1.22	100	83.24		34795.73	3897.5	7.87E+08	41	1.67	1	Dfc
NRCS457	457	No	No	SHI-0457	QRR193	AK	AK1	AK1_T4	T4	PMC2017AK2170R3T4	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						25.72	loam	42.24	49.36	8.4	0.28	97.13	2.75	5.83	2.02	13.89	6.37	38.47	0.19	8.48	320.44	16.59	6.57	100	6.25	100	92.55	100	102.14	15.63	3.29	0.29	100	58.04		47036.41	3735.3	7.89E+08	41	1.33	3	Dfc
NRCS458	458	No	No	SHI-0458	QRR194	AK	AK1	AK1_T5	T5	PMC2017AK2170R3T5	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						26.37	silt loam	38.64	51.68	9.68	0.29	97.52	2.03	5.38	2.21	18.91	6.65	41.56	0.22	10.26	338.3	19.1	6.09	90.55	6.25	100	109.3	100	108.47	17.88	3.89	0.37	100	58.33		82643.42	4941.5	1.13E+09	41	2.67	3	Dfc
NRCS459	459	No	No	SHI-0459	QRR195	AK	AK1	AK1_T6	T6	PMC2017AK2170R3T6	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						28.9	silt loam	9.91	73.46	16.63	0.51	100	19.86	26.79	8.24	100	32.89	100	0.52	39.66	1054.35	99.86	6.26	98.23	7.06	100	124.59	100	287.36	30.13	6.13	2.54	56	82.05		66646.33	12840	2.68E+09	41	2.67	3	Dfc
NRCS460	460	No	No	SHI-0460	QRR196	AK	AK1	AK1_T7	T7	PMC2017AK2170R3T7	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						28.72	silt loam	19.47	66.12	14.41	0.4	99.99	4.56	7.09	5.09	98.98	20.87	99.99	0.41	26.09	763.29	92.27	6.15	94.16	4.73	100	58.09	83.29	165.33	42.19	3.78	0.45	56	75.79		51745.19	4639.9	9.20E+08	41	1.33	3	Dfc
NRCS461	461	No	No	SHI-0461	QRR197	AK	AK1	AK1_T8	T8	PMC2017AK2170R3T8	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						26.39	silt loam	34.56	54.12	11.32	0.34	99.74	8.92	11	3.64	76	14.76	98.22	0.33	18.71	588.29	68.34	6.11	91.92	3.91	100	55.17	80.32	157.72	17.54	3.36	0.35	100	74.43		45684.85	3395.5	6.44E+08	41	2.67	3	Dfc
NRCS462	462	No	No	SHI-0462	QRR198	AK	AK1	AK1_T9	T9	PMC2017AK2170R3T9	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	No Till/ Direct Seed																						30.03	silt loam	8.83	73.39	17.77	0.47	100	25.89	38.83	6.69	100	28.31	100	0.54	41.49	888.29	98.21	5.88	63.51	4.34	100	79.38	100	242.05	37.37	7.04	1.67	56	79.8		61092.4	6267.7	1.33E+09	41	2.67	3	Dfc
NRCS463	463	No	No	SHI-0463	QRR199	AK	AK1	AK1_T10	T10	PMC2017AK2170R3T10	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Timothy Grass | Timothy Grass	3	grass perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Timothy Grass	Timothy Grass	No Till/ Direct Seed																						25.69	loam	41.28	47.82	10.9	0.29	98.08	6.62	8.78	2.41	25.7	8.09	57.87	0.38	23.12	390.08	27.62	6.46	100	3.53	100	88	100	108.88	16.52	2.96	0.27	100	64.12		38640.42	1611.8	6.44E+08	52	0.67	3	Dfc
NRCS464	464	No	No	SHI-0464	QRR200	AK	AK1	AK1_T11	T11	PMC2017AK2170R3T11	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.perennial	perennial	None | None | None	Fallow | Alfalfa | Alfalfa	3	alfalfa perennial	10/2/2014							3/15/2016	10/1/2017							10/1/2017	0	52	51.6	Alfalfa	Alfalfa	No Till/ Direct Seed																						28.59	silt loam	21.65	65.09	13.26	0.38	99.95	6.26	8.46	4.52	95.44	20.54	99.99	0.4	24.95	768.65	92.68	6.43	100	4.36	100	70.1	95.53	173.73	27.43	4.09	0.56	56	77.3		46181.56	3496.6	6.87E+08	52	0.67	3	Dfc
NRCS465	465	No	No	SHI-0465	QRR201	AK	AK1	AK1_T12	T12	PMC2017AK2170R3T12	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	None	None | None | None	Fallow | Fallow | Fallow	3		10/2/2014															10/1/2017	0	0	0	Fallow	Fallow	No Till/ Direct Seed																						25.57	loam	41.88	49.46	8.66	0.27	95.49	3.01	6	2.41	25.55	8.09	57.8	0.27	13.53	390.08	27.62	6.25	98.05	5.36	100	73.1	98.57	106.74	17.68	2.39	0.29	100	62.26		36911.42	4736.4	1.05E+09	0	0	3	Dfc
NRCS466	466	No	No	SHI-0466	QRR202	AK	AK1	AK1_T1	T1	PMC2017AK2170R4T1	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea	Conventional Till																						28.88	silt loam	22.25	65.49	12.26	0.34	99.71	7.51	9.59	3.81	81.57	16.94	99.68	0.26	13.03	574.01	65.54	6.16	94.67	3.29	94.18	56.31	81.47	162.69	25.27	3.3	0.36	56	69.54		46626.28	3829.3	8.71E+08	41	1	1	Dfc
NRCS467	467	No	No	SHI-0467	QRR203	AK	AK1	AK1_T2	T2	PMC2017AK2170R4T2	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat	Conventional Till																						26.21	silt loam	32.51	53.22	14.27	0.31	99.01	12.25	14.88	4.7	97.07	21.09	100	0.4	24.95	715.08	87.75	6.12	92.9	6.16	100	87.84	100	175.37	19.35	3.9	0.98	100	81.66		70874.65	6090.9	1.21E+09	41	1.67	1	Dfc
NRCS468	468	No	No	SHI-0468	QRR204	AK	AK1	AK1_T3	T3	PMC2017AK2170R4T3	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat + Rye + Alfalfa | None	Fallow | None | Potato	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Potato	Oats + Pea + Radish + Buckwheat + Rye + Alfalfa	Conventional Till																						26.02	silt loam	36.8	54.5	8.7	0.3	98.7	9.83	11.98	3.46	69.72	15.19	98.7	0.42	27.65	532.94	57.07	6.14	94	6.54	100	113.1	100	129.31	19.88	5.29	0.43	100	75.78		67824.36	8792.4	1.99E+09	41	1.67	1	Dfc
NRCS469	469	No	No	SHI-0469	QRR205	AK	AK1	AK1_T4	T4	PMC2017AK2170R4T4	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea | Oats + Pea	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea	Oats + Pea	No Till/ Direct Seed																						28.44	silt loam	23.85	60.23	15.92	0.34	99.67	7.24	9.34	3.98	86.17	11.59	88.46	0.38	23.12	641.86	77.84	6.39	100	5.17	100	48.1	73.12	176.24	20.77	4.32	0.37	100	75.77		55001.53	8522.6	2.20E+09	41	1.33	3	Dfc
NRCS470	470	No	No	SHI-0470	QRR206	AK	AK1	AK1_T5	T5	PMC2017AK2170R4T5	10/1/2017	post-harvest	62.519	-149.08	0	15	cropland.annual	cover crop	None | Oats + Pea + Radish + Buckwheat | Oats + Pea + Radish + Buckwheat	Fallow | None | None	3	cc was winter-killed (12/31?) and replanted in spring (5/1?)	10/2/2014							3/15/2015	12/31/2015			5/1/2017	10/1/2017			10/1/2017	0	41	40.55	Oats + Pea + Radish + Buckwheat	Oats + Pea + Radish + Buckwheat	No Till/ Direct Seed																						29.04	silt loam	13.97	70.39	15.64	0.36	99.9	17.94	23.41	6.53	100	28.75	100	0.47	33.1	831.15	96.33	6.29	98.75	4.92	100	72.42	97.89	226.86	44.72	5.82	1.93	56	80.54		67959.58	12438.4	2.75E+09	41	2.67	3	Dfc
